id,chat,label,cleaned_message
8618,user blm denger statement ulama manapn memuja2 arab statement anti kearaban banget bahkn tdk statement anti kechinaan yahudiankepanikan hdp ala liberal,racist,belum denger statement ulama manapn memuja arab statement anti kearaban banget bahkn tidak statement anti kechinan yahudiankepanikan hdp ala liberal
8619,otak bejat isinya hohohihe melulu,harassment,otak bejat isinya hohohihe melulu
8620,asing kenal asing mendamaikan salah semoga asing bosku capek akutu,neutral,asing kenal asing mendamaikan salah semoga asing bosku capek akutu
8621,bandel kakek bokep kimpoi horny sange,harassment,bandel kakek bokep kimpoi horny sange
8622,user user wuih cebong ngamuk\nkeluar deh kolam butek\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82,violence,wuih cebong ngamuknkeluar deh kolam butek
8623,user mantap mantap,harassment,mantap mantap
8624,bandel kakek bokep kenthu horny sange,harassment,bandel kakek bokep kenthu horny sange
8625,user keracunan nete,harassment,keracunan nete
8626,melati wangi bunga bangkai busuk baunya,neutral,melati wangi bunga bangkai busuk baunya
8627,jowo menyebutnya dg sethewan yg merubung bangkai,neutral,jowo menyebutnya dg sethewan yang merubung bangkai
8628,user skibidi papap,harassment,skibidi papap
8629,kerja kelompok ngentot url,harassment,kerja kelompok ngentot url
8630,user cebong ngerti,violence,cebong ngerti
8631,dasar anak haram lu ya emak lu kimpoinya ga aturan,harassment,dasar anak haram kamu ya emak kamu kimpoinya tidak aturan
8632,temen sahabat putus jalan keinjek beling eh pa jalan selangkah keinjek paku,neutral,temen sahabat putus jalan keinjek beling eh pa jalan selangkah keinjek paku
8633,user lo sarkas emang bego si,violence,lo sarkas memang bego si
8634,dasar anak haram lu ya emak lu crotnya ga aturan,harassment,dasar anak haram kamu ya emak kamu crotnya tidak aturan
8635,kau babi hohohihe anjing,harassment,kau babi hohohihe anjing
8636,user user user delman onta,neutral,delman onta
8637,kau babi kimpoi anjing,harassment,kau babi kimpoi anjing
8638,user cina tai asu,racist,cina tai asu
8639,kimpoi enak cowok\xe2\x98\xba\xef\xb8\x8f url,harassment,kimpoi enak cowok url
8640,enaknya hyper udah crot hohohihe \xf0\x9f\x92\xa6 url,harassment,enaknya hyper sudah crot hohohihe url
8641,user kebijakan pengembalian barang kpd konsumen yg barang rusak cacat produksi konsumen puas dgn produk terhitung 7 tanggal pembelian,neutral,kebijakan pengembalian barang kpd konsumen yang barang rusak cacat produksi konsumen puas dengan produk terhitung tangal pembelian
8642,mantap mantap enak cowok\xe2\x98\xba\xef\xb8\x8f url,harassment,mantap mantap enak cowok url
8643,suka video user kimpoi ramerame jejogetan,harassment,suka video kimpoi ramerame jejogetan
8644,kawin wc ma yuk url,harassment,kawin wc ma yuk url
8645,ikan ngga hidup air ngga hidup,neutral,ikan nga hidup air nga hidup
8646,enaknya hyper udah crot usluk usluk \xf0\x9f\x92\xa6 url,harassment,enaknya hyper sudah crot usluk usluk url
8647,teman brengsek,violence,teman brengsek
8648,rakyat cina rakyat indonesia anak keturunan cina pki paham url,racist,rakyat cina rakyat indonesia anak keturunan cina pki paham url
8649,1tidak beriman tuhan rasul golongan ateis\n2beriman tuhan menolak rasul sepeti golongan antihadis\n3beriman tuhan menolak sebahagian rasul yahudi menolak kerasulan nabi isa a nasrani menola,neutral,tidak beriman tuhan rasul golongan ateisnberiman tuhan menolak rasul sepeti golongan antihadisnberiman tuhan menolak sebahagian rasul yahudi menolak kerasulan nabi isa a nasrani menola
8650,user cewe gila sinting freak,violence,cewe gila sinting freak
8651,suka video user senggama ramerame jejogetan,harassment,suka video sengama ramerame jejogetan
8652,usluk usluk wc ma yuk url,harassment,usluk usluk wc ma yuk url
8653,pengen ngecrot diciumin gini dimanjain gini ahhh idaman bgt topnya url,harassment,pengen ngecrot diciumin gini dimanjain gini ah idaman banget topnya url
8654,user ngecrot say,harassment,ngecrot say
8655,user user drtd anjir greget gua wwkkw,neutral,drtd anjir greget gua wkw
8656,user diradio ya bolot,violence,diradio ya bolot
8657,ebused orang maen game ngapain yak ngajak hohohihe melulu,harassment,ebused orang maen game sedang apa yak ngajak hohohihe melulu
8658,pengen skibidi papap diciumin gini dimanjain gini ahhh idaman bgt topnya url,harassment,pengen skibidi papap diciumin gini dimanjain gini ah idaman banget topnya url
8659,user user user user sarap ni orang,violence,sarap ni orang
8660,gede om basah ni mmk,harassment,gede om basah ni mk
8661,user mantapmantap say,harassment,mantapmantap say
8662,user ahelah sombong bener punuk onta,violence,ahelah sombong benar punuk onta
8663,gue enek elo urusan orang lo tau dasar kepo cewek jablay,harassment,saya enek elo urusan orang lo tau dasar kepo cewek jablay
8664,ebused orang maen game ngapain yak ngajak skibidi papap melulu,harassment,ebused orang maen game sedang apa yak ngajak skibidi papap melulu
8665,user gua penasaran sebenernya bener ga sih ahahah nyari kambing hitam aseng aja rusia misterius diem aja ga nanggapin apa2 ya tp kalo secepetnya bikin hancur mrk gpp drag u all ahahaha\npemerintah,racist,gua penasaran sebenernya benar tidak ahahah nyari kambing hitam aseng saja rusia misterius diem saja tidak nangapin apa ya tp kalau secepetnya bikin hancur mrk gp drag u all ahahahanpemerintah
8666,ngecrot diatas\nurl,harassment,ngecrot diatasnurl
8667,nikmata kimpoi gi pengen yg hoot,harassment,nikmata kimpoi gi pengen yang hot
8668,user user user user muke lu monyet,violence,muke kamu monyet
8669,user orang gila,violence,orang gila
8670,mantapmantap diatas\nurl,harassment,mantapmantap diatasnurl
8671,pengantin kesakitan belah duren\n\nurl,harassment,pengantin kesakitan belah durenurl
8672,user kimpoi yukkk,harassment,kimpoi yuk
8673,nikmata usluk usluk gi pengen yg hoot,harassment,nikmata usluk usluk gi pengen yang hot
8674,user user iya pake kendaraan aja jablay,harassment,iya pake kendaran saja jablay
8675,user user sarap gw hahaha mentang april fool\s day,violence,sarap saya hahaha mentang april fols day
8676,takut bosan utk bicara akn kebenaran klo dianggap antek asing aseng,racist,takut bosan untuk bicara akn kebenaran klo diangap antek asing aseng
8677,user user wkwkwk update gua ttg bencong,harassment,update gua tg bencong
8678,user user aing sih kampang kalyaaann,violence,aing kampang kalyan
8679,pengantin kesakitan kimpoi\n\nurl,harassment,pengantin kesakitan kimpoinurl
8680,user nama bule kelakuan idiot sih malu ya njing bayarin sekolah masi mending lu comberan aja ngga bayar gimana maju dasar bule,racist,nama bule kelakuan idiot malu ya njing bayarin sekolah masi mending kamu comberan saja nga bayar gimana maju dasar bule
8681,user mantapmantap yukkk,harassment,mantapmantap yuk
8682,user user hahahahaha ujung2 maaf culun ngopilaaaaaaah,violence,hahahahaha ujung maf culun ngopilah
8683,susu kntl manis,neutral,susu kntl manis
8684,user body bagus enak nganal lobang pantatmu say,harassment,body bagus enak nganal lobang pantatmu say
8685,peran israel pembantaian muslim rohingya,racist,peran israel pembantaian muslim rohingya
8686,user serigalanya jablay wkwkwk,harassment,serigalanya jablay
8687,ah tai,violence,ah tai
8688,antek aseng,racist,antek aseng
8689,nonton drama korea mantapmantap,harassment,nonton drama korea mantapmantap
8690,user brngkat krja ngocok pacar url,harassment,brngkat krja ngocok pacar url
8691,user silit coba,violence,silit coba
8692,agama energi disatu sisi konstruktif disisi agama merusak agama bermasalah orangorang berbicara nama agama syaikh abdullah bin bayyah,neutral,agama energi disatu sisi konstruktif disisi agama merusak agama bermasalah orangorang berbicara nama agama syaikh abdulah bin bayah
8693,nonton drama korea ngobel mmk sayang,harassment,nonton drama korea ngobel mk sayang
8694,klo disana uda ku ambil hpnya kujual bodo biar kapok lama2 ngeselin jg ga hatihati bgt km john\xf0\x9f\x98\xad,neutral,klo disana uda ku ambil hpnya kujual bodo biar kapok lama ngeselin juga tidak hatihati banget km john
8695,ab cinta ketengangan olahraga,neutral,ab cinta ketengangan olahraga
8696,user brngkat krja kimpoi pacar url,harassment,brngkat krja kimpoi pacar url
8697,syukur patut disyukuri lihatlah dirimu engkau komputer memegang smartphone takut tibatiba bom rudal menghantam tempatmu kaupun bersyukur,neutral,syukur patut disyukuri lihatlah dirimu engkau komputer memegang smartphone takut tibatiba bom rudal menghantam tempatmu kaupun bersyukur
8698,enak nya habis mantapmantap dimainin pejuhnya url,harassment,enak nya habis mantapmantap dimainin pejuhnya url
8699,bucin oyo ngecrot ga cocok,harassment,bucin oyo ngecrot tidak cocok
8700,enak nya habis ngecrot dimainin pejuhnya url,harassment,enak nya habis ngecrot dimainin pejuhnya url
8701,pasangan abg semangat ngentot,harassment,pasangan abg semangat ngentot
8702,user iya buka kacamata mata gua berasa sipit kantong mata hitam banget,neutral,iya buka kacamata mata gua berasa sipit kantong mata hitam banget
8703,semalem gua ngimpi ngecrotin dedek dedek gemesh moga moga kejadian beneran ya,harassment,semalem gua ngimpi ngecrotin dedek dedek gemesh moga moga kejadian beneran ya
8704,user brp sayang uslukusluk sma kmu,harassment,brp sayang uslukusluk sma kmu
8705,mantapmantap sekertaris sexy,harassment,mantapmantap sekertaris sexy
8706,usir bantai aja orang hindu budha indonesia biar tau url,racist,usir bantai saja orang hindu budha indonesia biar tau url
8707,user user kemana aja sinting wkwkwk,violence,kemana saja sinting
8708,semalem gua ngimpi kawinin dedek dedek gemesh moga moga kejadian beneran ya,harassment,semalem gua ngimpi kawinin dedek dedek gemesh moga moga kejadian beneran ya
8709,gercep bat kalo cewe capernya ga aturan ujungnya ajakin tu cewe kimpoi dah,harassment,gercep bat kalau cewe capernya tidak aturan ujungnya ajakin tu cewe kimpoi dah
8710,ngecrot yu yg rl nya sangean,harassment,ngecrot yu yang rl nya sangean
8711,user tapitapi sha kayaknya geng rp apalah circle yg delulu gini ya temenku gibah anak ipro yg gini gitu rerata percaya aja infonya fan cina langsung,neutral,tapitapi sha kayaknya geng rp apalah circle yang delulu gini ya temenku gibah anak ipro yang gini gitu rerata percaya saja infonya fan cina langsung
8712,harun yahya kristen ternyata\n\nkaget gw\n\njngn menilai org dri senyumnya,neutral,harun yahya kristen ternyatankaget gwnjngn menilai org dri senyumnya
8713,heran xl lancar sinyalnya sklinya buka ml lgsg lag bajingan ltgt,violence,heran xl lancar sinyalnya sklinya buka ml lgsg lag bajingan ltgt
8714,musuhmusuh islam otomatis kafir,racist,musuhmusuh islam otomatis kafir
8715,user yg sengsara obral bacot mulu ga laku laku,violence,yang sengsara obral bacot mulu tidak laku laku
8716,user sibuk ngewe,harassment,sibuk ngewe
8717,2 menurutmu mahasiswa aktif mengikuti kegiatan kampus,neutral,menurutmu mahasiswa aktif mengikuti kegiatan kampus
8718,user ih bangsad,violence,ih bangsad
8719,user user user user user user ape gw ajarin ditanggapin guru trus guru gw bego gitu doniiii luh ma anak tk samaaaa pinteran kali anak tk luh anjing2 yg suruh melolong time li,violence,ape saya ajarin ditangapin guru terus guru saya bego gitu doni luh ma anak tk sama pinteran kali anak tk luh anjing yang suruh melolong time li
8720,user entar nete,harassment,entar nete
8721,user ok otw manjangin kontl gw,harassment,ok sedang di jalan manjangin kontl saya
8722,user brp sayang hohohihe sma kmu,harassment,brp sayang hohohihe sma kmu
8723,terorist nyata indonesia wahabi onta babi babi milik cina penebar teror sesungguhnya,racist,terorist nyata indonesia wahabi onta babi babi milik cina penebar teror sesunguhnya
8724,20 jipepet ngeselin pisan anaknya kdang2 suka bener ama monyet cowonya segambreng caileh,harassment,jipepet ngeselin pisan anaknya kdang suka benar ama monyet cowonya segambreng caileh
8725,cina emang udah terkenal trik tipu dayanya mending usir suruh kehabitat aslinya,racist,cina memang sudah terkenal trik tipu dayanya mending usir suruh kehabitat aslinya
8726,sange sekertaris sexy,harassment,sange sekertaris sexy
8727,gercep bat kalo cewe capernya ga aturan ujungnya ajakin tu cewe skibidi papap dah,harassment,gercep bat kalau cewe capernya tidak aturan ujungnya ajakin tu cewe skibidi papap dah
8728,gpp liat kntl gratismasih skip cuci mata kesegaran yg haqiqi \xf0\x9f\x98\x8d,harassment,gp liat kntl gratismasih skip cuci mata kesegaran yang haqiqi
8729,cowo jaman rata2 udah putus suka ngejelekin mantannya bispak perek dll cowo kaya gitu ga banci cabecabeaan,harassment,cowo jaman rata sudah putus suka ngejelekin mantanya bispak perek dl cowo kaya gitu tidak banci cabecabean
8730,user user user hebat bener ya bilang munafik cermin ga,violence,hebat benar ya bilang munafik cermin tidak
8731,user user kontol ngecrot banget abis dikocokin dedek,harassment,kontol ngecrot banget abis dikocokin dedek
8732,ngocok yu yg rl nya sangean,harassment,ngocok yu yang rl nya sangean
8733,user user abdullah bin amer bin al \xe2\x80\x98ashpun seperintah rasulullah\xc2\xa0shallallahu \xe2\x80\x98alaihi wa sallam\xc2\xa0membeli ekor onta harga ekor onta dibayarkan pen,neutral,abdulah bin amer bin all ashpun seperintah rasululahshalalahu alaihi wa salamembeli ekor onta harga ekor onta dibayarkan pen
8734,basa basi mulu ngecrotnya ni dah keburu ni kontol,harassment,basa basi mulu ngecrotnya ni dah keburu ni kontol
8735,indahnya kerukunan bertetangga jemur pakaian disaat tetanggamu bakar sampah,violence,indahnya kerukunan bertetanga jemur pakaian disat tetangamu bakar sampah
8736,user emang udik bfjgfdg ga ngerti bocah,violence,memang udik bfjgfdg tidak ngerti bocah
8737,jun tolong bajunya kaya contoh taplak meja yg dibawa guruku pa sma tugas sbk,neutral,jun tolong bajunya kaya contoh taplak meja yang dibawa guruku pa sma tugas sbk
8738,basa basi mulu kimpoinya ni dah keburu ni kontol,harassment,basa basi mulu kimpoinya ni dah keburu ni kontol
8739,wajar ga sih kalo pengen ngecrot,harassment,wajar tidak kalau pengen ngecrot
8740,nikah beda agama sulit nikah beda aliran sulit gampang tida meniqa my lov gampang,neutral,nikah beda agama sulit nikah beda aliran sulit gampang tida meniqa my lov gampang
8741,sejarah motor pengawal presiden a,neutral,sejarah motor pengawal presiden a
8742,wajar ga sih kalo pengen kimpoi,harassment,wajar tidak kalau pengen kimpoi
8743,iblis \n1 ga senang suara adzan \n2 ga suka hijab cadar \n3 ga suka s\xe2\x80\xa6,neutral,iblis n tidak senang suara adzan n tidak suka hijab cadar n tidak suka s
8744,meki skrng enak banget ngews sempit,harassment,meki skrng enak banget ngews sempit
8745,ngewe memek lonte kontol crottt jembut,harassment,ngewe memek lonte kontol crot jembut
8746,user lafcadio duduk bangkunya meletakkan gelas minuman dekatnya\n\nalright lafcadio berdoa layaknya orang katolik berdoa dahi bahunya\n\ntime to dig in lafcadio s,neutral,lafcadio duduk bangkunya meletakan gelas minuman dekatnyanalright lafcadio berdoa layaknya orang katolik berdoa dahi bahunyantime to dig in lafcadio s
8747,meqi skrng enak banget ngewong sempit,harassment,meqi skrng enak banget ngewong sempit
8748,user user iya teman pemuka hindu wil malang beliau cerita hindu india hindu bali hindu jawa berbeda hindu bali cenderung mengadopsi adatbudaya jawakejawe,neutral,iya teman pemuka hindu wil malang beliau cerita hindu india hindu bali hindu jawa berbeda hindu bali cenderung mengadopsi adatbudaya jawakejawe
8749,kalo film yg berkesan film si buta goa hantukarena film mengindikasikan si buta si monyet yg setia kawanbetul,neutral,kalau film yang berkesan film si buta goa hantukarena film mengindikasikan si buta si monyet yang setia kawanbetul
8750,kosong malamku terlintas dibenakku tersenyum hatiku si brengsek bikin rindu,neutral,kosong malamku terlintas dibenaku tersenyum hatiku si brengsek bikin rindu
